date,code,open,high,low,close,volume,amount,MA5,MA10,MA20,MA60
2025-09-02,sh.601127,143.0,150.88,142.65,146.94,58680219,8596149598.89,138.188,135.914,132.316,132.10783333333333
2025-09-03,sh.601127,149.58,153.0,146.74,147.66,49770209,7456703959.18,141.356,137.5,133.26399999999998,132.3425
2025-09-04,sh.601127,147.35,151.98,145.67,148.3,47724583,7079741329.25,144.74,139.13,134.2855,132.57016666666667
2025-09-05,sh.601127,149.0,149.69,138.5,146.5,73154032,10485335510.68,146.658,140.384,135.27550000000002,132.83233333333334
2025-09-08,sh.601127,146.3,149.94,141.36,143.15,43623442,6323127014.39,146.51,141.112,136.02550000000002,133.033
2025-09-09,sh.601127,143.0,144.0,139.5,139.98,30026047,4248993570.89,145.118,141.653,136.53,133.20166666666668
2025-09-10,sh.601127,140.0,141.21,138.03,138.57,22427504,3115981342.02,143.3,142.328,137.0125,133.332
2025-09-11,sh.601127,138.0,139.39,136.54,139.39,28978788,3998079643.56,141.51799999999997,143.129,137.58200000000002,133.46916666666667
2025-09-12,sh.601127,139.4,140.2,138.07,138.3,22048762,3061752507.04,139.878,143.268,138.06699999999998,133.58633333333333
2025-09-15,sh.601127,140.0,144.87,140.0,142.5,44323419,6325075413.86,139.748,143.129,138.748,133.75566666666666
2025-09-16,sh.601127,143.0,143.0,140.03,140.79,24022457,3388854995.08,139.91,142.514,139.214,133.88733333333334
2025-09-17,sh.601127,140.2,141.8,139.31,141.08,24186711,3393646683.64,140.412,141.856,139.678,133.985
2025-09-18,sh.601127,141.06,147.76,140.63,143.1,51686328,7458972998.87,141.15400000000002,141.336,140.233,134.11499999999998
2025-09-19,sh.601127,143.1,144.78,141.41,143.6,26398356,3776818349.98,142.214,141.046,140.715,134.29616666666666
2025-09-22,sh.601127,143.9,145.0,140.71,144.7,31565470,4510604545.44,142.654,141.201,141.1565,134.46916666666667
2025-09-23,sh.601127,144.32,144.32,139.52,142.0,27490850,3887993353.68,142.89600000000002,141.403,141.528,134.56066666666666
2025-09-24,sh.601127,139.0,144.99,138.01,143.35,35137329,4989953570.29,143.35,141.881,142.10449999999997,134.70983333333334
2025-09-25,sh.601127,140.0,150.0,139.5,148.65,62425521,9141412042.83,144.45999999999998,142.80700000000002,142.96800000000002,134.92749999999998
2025-09-26,sh.601127,152.0,163.52,151.62,157.22,99743563,16002434024.38,147.18400000000003,144.699,143.9835,135.2965
2025-09-29,sh.601127,158.0,159.9,154.49,159.19,56773332,8948054814.87,150.082,146.368,144.74849999999998,135.6745
2025-09-30,sh.601127,161.1,174.66,160.28,171.57,63629032,10731974785.23,155.996,149.446,145.98,136.20600000000002
2025-10-09,sh.601127,173.5,173.5,158.77,160.0,79427825,12953281518.3,159.326,151.33800000000002,146.597,136.5455
2025-10-10,sh.601127,165.0,172.0,165.0,167.67,63593789,10728546442.14,163.13,153.795,147.5655,137.03266666666664
2025-10-13,sh.601127,161.0,166.7,159.08,161.5,50171759,8108659251.86,163.986,155.58499999999998,148.3155,137.5245
2025-10-14,sh.601127,163.3,165.8,159.21,159.53,34513766,5596504163.28,164.054,157.06799999999998,149.13449999999997,138.01616666666666
2025-10-15,sh.601127,159.75,160.98,155.75,160.55,26884187,4263210822.88,161.85,158.923,150.16299999999998,138.52333333333334
2025-10-16,sh.601127,160.55,163.35,159.63,160.55,24786130,3997544827.93,161.95999999999998,160.643,151.262,139.04783333333336
2025-10-17,sh.601127,159.0,159.84,155.01,155.08,27969858,4393135461.59,159.442,161.286,152.0465,139.45916666666668
2025-10-20,sh.601127,157.58,157.58,154.7,155.7,17024654,2658009446.04,158.282,161.134,152.91649999999998,139.88416666666666
2025-10-21,sh.601127,156.5,158.89,154.66,158.04,21226584,3332311755.53,157.984,161.019,153.6935,140.359
2025-10-22,sh.601127,157.02,158.75,156.58,157.14,11927078,1878350508.79,157.302,159.576,154.51100000000002,140.8235
2025-10-23,sh.601127,157.0,160.2,155.8,158.47,21851227,3454083490.64,156.88600000000002,159.423,155.3805,141.3
2025-10-24,sh.601127,158.28,160.88,157.68,160.01,20307764,3237533157.69,157.87199999999999,158.657,156.22599999999997,141.8098333333333
2025-10-27,sh.601127,159.87,161.58,156.88,159.03,25655068,4088575803.79,158.53799999999998,158.41000000000003,156.9975,142.30766666666665
2025-10-28,sh.601127,158.03,160.5,157.09,159.0,20243085,3211901321.15,158.73,158.35700000000003,157.7125,142.78416666666666
2025-10-29,sh.601127,159.0,164.0,158.82,163.99,27451029,4453933337.44,160.1,158.701,158.812,143.362
2025-10-30,sh.601127,164.02,165.33,160.61,162.94,27219791,4437220803.19,160.99399999999997,158.94,159.79149999999998,143.93166666666667
2025-10-31,sh.601127,156.43,158.4,155.16,155.19,40465957,6329428592.66,160.03000000000003,158.951,160.11849999999998,144.403
2025-11-03,sh.601127,156.0,156.66,152.05,152.81,20110242,3087510482.94,158.786,158.66199999999998,159.89799999999997,144.80900000000003
2025-11-04,sh.601127,152.8,155.41,152.06,154.63,19089442,2934329524.73,157.91199999999998,158.321,159.67000000000002,145.2585
2025-11-05,sh.601127,150.0,150.0,145.5,146.03,36275070,5344525730.95,154.32,157.20999999999998,158.393,145.56300000000002
2025-11-06,sh.601127,145.0,145.0,139.9,142.13,39924734,5662986328.8,150.158,155.57600000000002,157.49949999999998,145.7868333333333
2025-11-07,sh.601127,140.9,141.73,137.26,138.57,35571811,4947266157.24,146.834,153.432,156.0445,145.9651666666667
2025-11-10,sh.601127,138.23,139.69,137.19,138.65,23498072,3258955226.48,144.002,151.39399999999998,154.902,146.16433333333333
2025-11-11,sh.601127,139.0,139.3,133.48,133.84,35159097,4750045976.41,139.844,148.878,153.6175,146.2591666666667
2025-11-12,sh.601127,133.01,137.0,131.8,135.69,28447205,3847204586.77,137.776,146.048,152.37449999999998,146.35583333333332
2025-11-13,sh.601127,135.7,136.76,133.05,136.35,20392292,2756896570.06,136.61999999999998,143.389,151.1645,146.47966666666665
2025-11-14,sh.601127,134.94,136.57,134.8,135.2,14129406,1915750955.12,135.946,141.39000000000001,150.1705,146.59966666666665
2025-11-17,sh.601127,134.0,134.31,132.88,133.62,15328396,2044957254.64,134.94,139.471,149.0665,146.68333333333334
2025-11-18,sh.601127,133.01,133.35,131.23,131.37,16756105,2212691252.33,134.446,137.145,147.733,146.72483333333332
2025-11-19,sh.601127,130.68,131.87,129.63,129.93,16680667,2176529067.74,133.29399999999998,135.535,146.3725,146.69916666666668
2025-11-20,sh.601127,129.65,130.69,126.6,126.67,24174863,3093528221.1,131.358,133.98899999999998,144.7825,146.61366666666666
2025-11-21,sh.601127,124.46,126.7,123.4,123.4,24923273,3110380871.44,128.998,132.472,142.95200000000003,146.47033333333331
2025-11-24,sh.601127,123.42,125.5,122.37,124.5,24316973,3022901682.1,127.174,131.05700000000002,141.2255,146.31266666666667
2025-11-25,sh.601127,125.18,127.16,124.75,124.85,21831817,2747561147.75,125.87,130.158,139.518,146.129
2025-11-26,sh.601127,124.99,125.4,123.84,125.1,12572383,1569932034.62,124.904,129.099,137.5735,145.97116666666665
2025-11-27,sh.601127,125.1,126.83,124.65,125.57,14776141,1859268075.5,124.684,128.02100000000002,135.705,145.86700000000002
2025-11-28,sh.601127,127.2,127.32,125.02,126.19,15707054,1978720998.66,125.24199999999999,127.11999999999998,134.255,145.7805
2025-12-01,sh.601127,126.21,131.22,126.2,131.22,27359544,3548961058.28,126.58599999999998,126.88,133.1755,145.6856666666667
2025-12-02,sh.601127,131.16,131.2,128.25,128.9,17356470,2242740606.77,127.396,126.633,131.889,145.43583333333333
2025-12-03,sh.601127,128.46,128.88,126.7,126.87,12372746,1574758045.83,127.75,126.327,130.93099999999998,145.10133333333334
2025-12-04,sh.601127,126.24,126.66,124.6,125.99,11585526,1455260623.32,127.83400000000002,126.25899999999999,130.12399999999997,144.74016666666665
2025-12-05,sh.601127,126.1,126.69,124.83,126.11,12267751,1538583298.18,127.81799999999998,126.53,129.501,144.37033333333332
2025-12-08,sh.601127,126.06,126.38,124.82,125.58,13749055,1725361384.73,126.69000000000001,126.63799999999999,128.8475,144.02166666666665
2025-12-09,sh.601127,125.1,125.88,123.87,124.0,15848614,1976214628.36,125.71000000000001,126.553,128.35549999999998,143.7025
2025-12-10,sh.601127,123.5,124.56,122.56,124.44,13381177,1654653281.74,125.224,126.48700000000001,127.793,143.4435
2025-12-11,sh.601127,124.38,124.8,122.0,122.3,16633150,2046855538.87,124.48600000000002,126.16,127.09049999999999,143.1723333333333
2025-12-12,sh.601127,121.89,122.8,118.51,122.37,20281948,2454767307.74,123.73800000000001,125.77800000000002,126.449,142.88866666666667
2025-12-15,sh.601127,120.86,121.85,119.5,119.5,14124576,1703293787.31,122.522,124.606,125.74300000000001,142.57533333333333
2025-12-16,sh.601127,122.0,125.0,119.85,123.31,31466724,3863443993.42,122.38400000000001,124.047,125.33999999999999,142.2555
2025-12-17,sh.601127,122.01,122.01,119.95,121.55,19814053,2392794067.46,121.806,123.51500000000001,124.921,141.93483333333333
2025-12-18,sh.601127,120.2,120.7,119.5,119.5,12585634,1510772974.95,121.24600000000001,122.86600000000001,124.5625,141.57516666666666
2025-12-19,sh.601127,118.88,121.3,118.83,120.6,12797729,1541688516.53,120.89200000000001,122.31499999999998,124.42249999999999,141.20016666666663
2025-12-22,sh.601127,121.5,123.38,121.36,121.42,14188621,1734256488.04,121.276,121.899,124.26849999999999,140.8305
2025-12-23,sh.601127,120.65,121.0,119.3,119.64,14519176,1742004939.81,120.542,121.46300000000001,124.008,140.41283333333334
2025-12-24,sh.601127,119.43,120.38,118.71,119.7,12847852,1532437971.3,120.172,120.98899999999999,123.73799999999999,140.04116666666667
2025-12-25,sh.601127,119.7,119.7,118.8,119.11,10930974,1301577066.22,120.09400000000001,120.67,123.41499999999999,139.63716666666667
2025-12-26,sh.601127,119.0,122.95,118.87,120.67,22208028,2692402072.62,120.10799999999999,120.5,123.13900000000001,139.17083333333332
2025-12-29,sh.601127,120.66,122.32,119.86,120.36,14633544,1771165832.38,119.896,120.58599999999998,122.596,138.55650000000003
2025-12-30,sh.601127,120.6,121.85,119.58,121.34,14710022,1781782283.84,120.23600000000002,120.38899999999998,122.21799999999999,137.92566666666667
2025-12-31,sh.601127,122.88,125.3,120.89,120.96,21397063,2626090912.05,120.48799999999999,120.33,121.92249999999999,137.08216666666667
2026-01-05,sh.601127,120.15,121.8,119.66,121.31,16614338,2009932400.81,120.928,120.511,121.6885,136.43733333333333
2026-01-06,sh.601127,121.35,125.66,121.35,125.32,37565631,4677525448.11,121.85799999999999,120.98300000000002,121.649,135.7315
2026-01-07,sh.601127,125.33,130.99,122.8,128.35,52768821,6696608280.55,123.45599999999999,121.676,121.7875,135.179
2026-01-08,sh.601127,126.29,126.73,124.81,125.3,27259460,3424067467.86,124.248,122.24199999999999,121.8525,134.6085
2026-01-09,sh.601127,125.28,125.94,124.01,124.72,21015699,2622150052.2,125.0,122.744,121.8665,134.0113333333333
2026-01-12,sh.601127,124.03,124.45,123.17,124.03,23573093,2916065744.63,125.54400000000001,123.23599999999999,121.953,133.40266666666668
2026-01-13,sh.601127,124.99,125.42,122.31,122.7,22376436,2774372001.19,125.01999999999998,123.43900000000001,121.9695,132.863
2026-01-14,sh.601127,122.21,123.28,121.01,121.7,23281386,2844369424.42,123.69000000000001,123.57300000000001,122.07950000000001,132.29633333333334
2026-01-15,sh.601127,121.3,122.48,121.01,121.32,14038357,1705199679.02,122.894,123.571,121.97999999999999,131.6843333333333
2026-01-16,sh.601127,121.58,121.92,120.55,120.92,15535071,1879584862.17,122.13400000000001,123.56700000000001,121.9485,131.08066666666667
2026-01-19,sh.601127,120.97,122.31,120.96,121.15,15259641,1852342373.98,121.55799999999999,123.551,122.03099999999999,130.45866666666666
2026-01-20,sh.601127,121.02,121.02,118.98,119.18,18681534,2236900827.04,120.854,122.93699999999998,121.96,129.77816666666666
2026-01-21,sh.601127,119.0,119.45,118.02,118.27,15871104,1884025788.79,120.168,121.929,121.80249999999998,129.09883333333335
2026-01-22,sh.601127,118.0,118.44,115.0,115.12,30185309,3503666207.54,118.928,120.91100000000002,121.57650000000001,128.3675
2026-01-23,sh.601127,115.05,119.29,114.49,118.0,33467061,3903281250.33,118.34400000000001,120.239,121.49150000000002,127.60100000000001
2026-01-26,sh.601127,117.5,117.5,114.57,114.6,21443833,2472379230.7,117.03400000000002,119.296,121.266,126.79533333333332
2026-01-27,sh.601127,114.67,115.2,112.5,112.58,19283876,2180961001.43,115.71399999999998,118.28399999999999,120.8615,126.08516666666667
2026-01-28,sh.601127,112.0,112.0,107.58,108.36,36206799,3957570802.15,113.732,116.95,120.2615,125.34433333333332
2026-01-29,sh.601127,107.58,110.0,106.35,108.95,30914448,3326309065.83,112.498,115.71300000000001,119.64200000000001,124.583
2026-01-30,sh.601127,107.8,108.3,104.09,104.09,28592179,3014169574.27,109.71599999999998,114.03,118.79850000000002,123.884
2026-02-02,sh.601127,104.09,107.65,104.08,104.45,23554526,2493254981.21,107.686,112.35999999999999,117.9555,123.256
2026-02-03,sh.601127,105.02,107.43,104.69,107.4,23840895,2540142902.28,106.65,111.18199999999999,117.0595,122.73649999999999
2026-02-04,sh.601127,107.53,112.56,107.53,110.29,31564870,3491429567.67,107.03600000000002,110.38400000000001,116.15650000000001,122.26383333333335
2026-02-05,sh.601127,110.99,111.03,108.38,109.3,16029017,1753788860.9,107.106,109.80199999999999,115.35650000000001,121.85483333333333
2026-02-06,sh.601127,108.74,110.3,108.61,109.08,13241297,1447492704.21,108.104,108.91000000000001,114.57450000000001,121.41133333333332
2026-02-09,sh.601127,111.1,113.45,110.5,110.98,19475794,2176917334.09,109.41000000000001,108.548,113.922,120.9885
2026-02-10,sh.601127,111.98,111.99,110.01,110.36,12060023,1336202498.26,110.002,108.326,113.30500000000002,120.57449999999999
2026-02-11,sh.601127,110.81,112.07,109.7,110.45,13921748,1544176043.6,110.03400000000002,108.535,112.74249999999999,120.18833333333332
2026-02-12,sh.601127,110.48,110.55,108.24,108.88,14495673,1582184119.45,109.95,108.52799999999999,112.12050000000002,119.81349999999999
2026-02-13,sh.601127,108.87,110.74,108.39,109.22,13052777,1431907019.75,109.978,109.04100000000001,111.5355,119.46833333333333
2026-02-24,sh.601127,109.22,109.4,108.0,108.04,13321957,1445492828.15,109.39000000000001,109.4,110.88,119.15783333333334
2026-02-25,sh.601127,108.04,110.19,107.9,109.14,12411893,1354853507.1,109.146,109.574,110.378,118.92016666666667
2026-02-26,sh.601127,108.9,108.9,106.01,106.08,17901590,1910206975.08,108.272,109.15299999999999,109.76850000000002,118.61316666666667
2026-02-27,sh.601127,105.99,107.97,105.41,107.32,13670452,1459421733.9,107.96,108.955,109.37849999999999,118.321
2026-03-02,sh.601127,104.63,106.97,104.0,106.19,21638739,2277803224.82,107.354,108.66600000000001,108.78799999999998,118.00583333333334
2026-03-03,sh.601127,105.73,106.9,102.17,102.4,26486805,2746036264.79,106.226,107.80799999999999,108.178,117.61966666666667
2026-03-04,sh.601127,100.5,102.37,99.23,101.51,16842438,1702398234.83,104.7,106.923,107.62449999999998,117.20833333333333
2026-03-05,sh.601127,103.0,103.55,100.54,101.0,13897334,1417287620.87,103.684,105.978,107.2565,116.70466666666668
