文物名称,展厅,时期,参观顺序,是否镇馆之宝,文物种类,所属领域,人员类别,,,,,,,,,
青瓷莲花尊,三国两晋南北朝时期,三国两晋南北朝时期,240,t,瓷器,"[""佛教"", ""陈设品"", ""纹饰""]",0,,,,,,,,,
青瓷印花唾壶,三国两晋南北朝时期,三国两晋南北朝时期,241,f,瓷器,"[""其他"", ""纹饰""]",0,,,,,,,,,
黑釉鸡首瓷壶,三国两晋南北朝时期,三国两晋南北朝时期,242,f,瓷器,"[""陈设品""]",0,,,,,,,,,
青瓷双柄鸡首壶,三国两晋南北朝时期,三国两晋南北朝时期,243,f,瓷器,"[""陈设品""]",0,,,,,,,,,
大秦龙兴化牟古圣瓦当,三国两晋南北朝时期,三国两晋南北朝时期,244,f,砖瓦,"[""建筑"", ""纹饰""]",0,,,,,,,,,
传祚无穷瓦当,三国两晋南北朝时期,三国两晋南北朝时期,245,f,砖瓦,"[""建筑"", ""纹饰""]",0,,,,,,,,,
青瓷褐釉十足砚,三国两晋南北朝时期,三国两晋南北朝时期,246,f,瓷器,"[""文房四宝""]",0,,,,,,,,,
陶院落,三国两晋南北朝时期,三国两晋南北朝时期,247,f,陶器,"[""建筑"", ""雕像""]",0,,,,,,,,,
彩绘文官陶俑彩绘武官陶俑,三国两晋南北朝时期,三国两晋南北朝时期,248,f,陶器,"[""雕像""]",0,,,,,,,,,
圈足青铜鍑,三国两晋南北朝时期,三国两晋南北朝时期,249,f,铜器,"[""饮食""]",0,,,,,,,,,
青瓷托盏,三国两晋南北朝时期,三国两晋南北朝时期,250,f,瓷器,"[""饮食""]",0,,,,,,,,,
陶耳杯,三国两晋南北朝时期,三国两晋南北朝时期,251,f,陶器,"[""其他""]",0,,,,,,,,,
鲜卑服武士陶俑_1,三国两晋南北朝时期,三国两晋南北朝时期,252,f,陶器,"[""雕像"", ""服装""]",0,,,,,,,,,
鲜卑服武士陶俑,三国两晋南北朝时期,三国两晋南北朝时期,253,f,陶器,"[""雕像"", ""服装""]",0,,,,,,,,,
笼冠女官陶俑,三国两晋南北朝时期,三国两晋南北朝时期,254,f,陶器,"[""雕像"", ""服装""]",0,,,,,,,,,
马头鹿角形金步摇,三国两晋南北朝时期,三国两晋南北朝时期,255,f,金银器,"[""饰品""]",0,,,,,,,,,
职贡图北宋摹本,三国两晋南北朝时期,三国两晋南北朝时期,256,f,书画古籍,"[""绘画""]",0,,,,,,,,,
鎏金镶嵌高足青铜杯,三国两晋南北朝时期,三国两晋南北朝时期,257,f,铜器,"[""饮食"", ""陈设品"", ""纹饰""]",0,,,,,,,,,
网纹玻璃杯,三国两晋南北朝时期,三国两晋南北朝时期,258,f,其他,"[""饮食"", ""纹饰""]",0,,,,,,,,,
三体石经,三国两晋南北朝时期,三国两晋南北朝时期,259,f,石器石刻,"[""书法""]",0,,,,,,,,,
陶牛车,三国两晋南北朝时期,三国两晋南北朝时期,260,f,陶器,"[""雕像""]",0,,,,,,,,,
白双且造石塔,三国两晋南北朝时期,三国两晋南北朝时期,261,f,石器石刻,"[""佛教"", ""建筑""]",0,,,,,,,,,
陶镇墓兽,三国两晋南北朝时期,三国两晋南北朝时期,262,f,陶器,"[""雕像""]",1,,,,,,,,,
陶马_2,三国两晋南北朝时期,三国两晋南北朝时期,263,f,陶器,"[""雕像""]",0,,,,,,,,,
陶骆驼,三国两晋南北朝时期,三国两晋南北朝时期,264,f,陶器,"[""雕像""]",0,,,,,,,,,
白雀元年施胶纸,三国两晋南北朝时期,三国两晋南北朝时期,265,f,其他,"[""文房四宝""]",0,,,,,,,,,
黑釉楼阁佛像陶魂瓶,三国两晋南北朝时期,三国两晋南北朝时期,266,f,陶器,"[""佛教"", ""雕像"", ""建筑""]",1,,,,,,,,,
白石观音菩萨像,三国两晋南北朝时期,三国两晋南北朝时期,267,f,石器石刻,"[""佛教"", ""雕像""]",1,,,,,,,,,
王阿善造石像,三国两晋南北朝时期,三国两晋南北朝时期,268,f,石器石刻,"[""佛教"", ""雕像""]",1,,,,,,,,,
吕氏砖,三国两晋南北朝时期,三国两晋南北朝时期,269,f,砖瓦,"[""建筑""]",0,,,,,,,,,
永固陵石券门,三国两晋南北朝时期,三国两晋南北朝时期,270,f,石器石刻,"[""建筑""]",0,,,,,,,,,
彩绘弹琵琶陶俑,三国两晋南北朝时期,三国两晋南北朝时期,271,f,陶器,"[""雕像"", ""乐器""]",0,,,,,,,,,
黄釉乐舞图瓷扁壶,三国两晋南北朝时期,三国两晋南北朝时期,272,t,瓷器,"[""乐器"", ""饮食"", ""绘画""]",0,,,,,,,,,
陶女俑,三国两晋南北朝时期,三国两晋南北朝时期,273,f,陶器,"[""雕像""]",0,,,,,,,,,
陶女乐俑,三国两晋南北朝时期,三国两晋南北朝时期,274,f,陶器,"[""雕像""]",0,,,,,,,,,
彩绘执盾武士陶俑,三国两晋南北朝时期,三国两晋南北朝时期,275,f,陶器,"[""雕像"", ""武器""]",0,,,,,,,,,
贵妇出游画像砖,三国两晋南北朝时期,三国两晋南北朝时期,276,f,砖瓦,"[""绘画"", ""建筑""]",0,,,,,,,,,
鎏金青铜衔环铺首,隋唐五代时期,隋唐五代时期,277,f,铜器,"[""建筑"", ""雕像""]",0,,,,,,,,,
钱镠铁券,隋唐五代时期,隋唐五代时期,278,f,其他,"[""牌章证件""]",0,,,,,,,,,
三彩釉陶载乐骆驼,隋唐五代时期,隋唐五代时期,279,t,陶器,"[""雕像"", ""乐器""]",0,,,,,,,,,
灵山孕宝瑞兽青铜镜,隋唐五代时期,隋唐五代时期,280,f,铜器,"[""饰品"", ""纹饰""]",0,,,,,,,,,
都省铜坊青铜镜,隋唐五代时期,隋唐五代时期,281,f,铜器,"[""饰品""]",0,,,,,,,,,
花鸟人物螺钿青铜镜,隋唐五代时期,隋唐五代时期,282,t,铜器,"[""饰品"", ""纹饰""]",0,,,,,,,,,
葵口三足狮子纹鎏金银盘,隋唐五代时期,隋唐五代时期,283,f,金银器,"[""饮食"", ""纹饰""]",0,,,,,,,,,
狩猎纹高足银杯_2,隋唐五代时期,隋唐五代时期,284,f,金银器,"[""饮食"", ""纹饰""]",0,,,,,,,,,
白瓷龙柄传瓶,隋唐五代时期,隋唐五代时期,285,f,瓷器,"[""花瓶""]",0,,,,,,,,,
白瓷鸡首壶,隋唐五代时期,隋唐五代时期,286,f,瓷器,"[""陈设品"", ""雕像""]",0,,,,,,,,,
秘色瓷盘,隋唐五代时期,隋唐五代时期,287,f,瓷器,"[""饮食""]",0,,,,,,,,,
开元通宝青铜钱,隋唐五代时期,隋唐五代时期,288,f,钱币,"[""货币""]",0,,,,,,,,,
鎏金银茶托,隋唐五代时期,隋唐五代时期,289,f,金银器,"[""饮食"", ""纹饰""]",0,,,,,,,,,
鎏金银簪钗,隋唐五代时期,隋唐五代时期,290,f,金银器,"[""饮食"", ""饰品""]",0,,,,,,,,,
鎏金银香囊,隋唐五代时期,隋唐五代时期,291,f,金银器,"[""饰品"", ""纹饰""]",0,,,,,,,,,
七子纹青瓷盒,隋唐五代时期,隋唐五代时期,292,f,瓷器,"[""饮食"", ""纹饰""]",0,,,,,,,,,
笼冠陶俑_2,隋唐五代时期,隋唐五代时期,293,f,陶器,"[""雕像"", ""服装""]",0,,,,,,,,,
彩绘武服陶俑,隋唐五代时期,隋唐五代时期,294,f,陶器,"[""雕像"", ""服装""]",0,,,,,,,,,
青白釉瓷牛车,隋唐五代时期,隋唐五代时期,295,f,瓷器,"[""雕像""]",0,,,,,,,,,
蓝釉陶驴,隋唐五代时期,隋唐五代时期,296,f,陶器,"[""雕像""]",0,,,,,,,,,
白瓷枕,隋唐五代时期,隋唐五代时期,297,f,瓷器,"[""其他""]",0,,,,,,,,,
白瓷砚,隋唐五代时期,隋唐五代时期,298,f,瓷器,"[""文房四宝""]",0,,,,,,,,,
三彩女坐陶俑,隋唐五代时期,隋唐五代时期,299,f,陶器,"[""雕像""]",0,,,,,,,,,
男装女陶俑,隋唐五代时期,隋唐五代时期,300,f,陶器,"[""雕像"", ""服装""]",0,,,,,,,,,
饺子点心及食具,隋唐五代时期,隋唐五代时期,301,f,其他,"[""饮食""]",0,,,,,,,,,
越窑青瓷瓜棱执壶,隋唐五代时期,隋唐五代时期,302,f,瓷器,"[""饮食""]",0,,,,,,,,,
白瓷茶具及陆羽像,隋唐五代时期,隋唐五代时期,303,f,瓷器,"[""饮食"", ""雕像""]",0,,,,,,,,,
镶金口白玉杯,隋唐五代时期,隋唐五代时期,304,f,玉器宝石,"[""饮食"", ""饰品""]",0,,,,,,,,,
三彩釉陶狩猎骑俑,隋唐五代时期,隋唐五代时期,305,f,陶器,"[""雕像"", ""狩猎""]",0,,,,,,,,,
舞蹈陶俑,隋唐五代时期,隋唐五代时期,306,f,陶器,"[""雕像""]",0,,,,,,,,,
彩绘陶打马球女俑,隋唐五代时期,隋唐五代时期,307,f,陶器,"[""雕像""]",0,,,,,,,,,
红衣舞女壁画,隋唐五代时期,隋唐五代时期,308,f,其他,"[""绘画""]",0,,,,,,,,,
跪坐奏乐陶俑一组,隋唐五代时期,隋唐五代时期,309,f,陶器,"[""雕像"", ""乐器""]",0,,,,,,,,,
成都府成都县龙池坊卞家印卖咒本陀罗尼经咒,隋唐五代时期,隋唐五代时期,310,f,书画古籍,"[""佛教""]",1,,,,,,,,,
三彩釉陶胡俑,隋唐五代时期,隋唐五代时期,311,f,陶器,"[""雕像""]",0,,,,,,,,,
绿琉璃釉兽头,隋唐五代时期,隋唐五代时期,312,f,陶器,"[""建筑"", ""雕像""]",1,,,,,,,,,
步辇图摹本,隋唐五代时期,隋唐五代时期,313,f,书画古籍,"[""绘画""]",0,,,,,,,,,
安济桥石栏板,隋唐五代时期,隋唐五代时期,314,f,石器石刻,"[""建筑"", ""雕像""]",0,,,,,,,,,
三彩釉陶女俑,隋唐五代时期,隋唐五代时期,315,f,陶器,"[""雕像""]",0,,,,,,,,,
描金石刻武士俑,隋唐五代时期,隋唐五代时期,316,f,石器石刻,"[""雕像""]",0,,,,,,,,,
三彩釉陶马,隋唐五代时期,隋唐五代时期,317,f,陶器,"[""雕像""]",0,,,,,,,,,
鎏金铜观音造像,隋唐五代时期,隋唐五代时期,318,f,铜器,"[""佛教"", ""雕像""]",1,,,,,,,,,
波斯银币,隋唐五代时期,隋唐五代时期,319,f,钱币,"[""货币""]",0,,,,,,,,,
嵌珍珠宝石金项链,隋唐五代时期,隋唐五代时期,320,t,服饰,"[""饰品""]",0,,,,,,,,,
金手镯一对,隋唐五代时期,隋唐五代时期,321,f,服饰,"[""饰品""]",0,,,,,,,,,
鹿纹银碗,隋唐五代时期,隋唐五代时期,322,f,金银器,"[""饮食"", ""纹饰""]",0,,,,,,,,,
环柄银杯,隋唐五代时期,隋唐五代时期,323,f,金银器,"[""饮食"", ""纹饰""]",0,,,,,,,,,
莲花纹方砖,隋唐五代时期,隋唐五代时期,324,f,砖瓦,"[""建筑"", ""纹饰""]",0,,,,,,,,,
昆仑人陶俑,隋唐五代时期,隋唐五代时期,325,f,陶器,"[""雕像""]",0,,,,,,,,,
孔雀蓝釉陶瓶,隋唐五代时期,隋唐五代时期,326,f,陶器,"[""花瓶""]",0,,,,,,,,,
玄奘题名石佛座,隋唐五代时期,隋唐五代时期,327,f,石器石刻,"[""佛教"", ""雕像""]",1,,,,,,,,,
鎏金银鞍桥饰,辽宋夏金元时期,辽宋夏金元时期,328,f,金银器,"[""饰品"", ""纹饰""]",0,,,,,,,,,
绿釉鸱吻,辽宋夏金元时期,辽宋夏金元时期,329,f,陶器,"[""建筑"", ""雕像""]",0,,,,,,,,,
鄜延第四将带器械铜牌,辽宋夏金元时期,辽宋夏金元时期,330,f,铜器,"[""牌章证件""]",1,,,,,,,,,
西夏文敕牌,辽宋夏金元时期,辽宋夏金元时期,331,f,铜器,"[""牌章证件""]",1,,,,,,,,,
中兴四将图卷,辽宋夏金元时期,辽宋夏金元时期,332,f,书画古籍,"[""绘画""]",0,,,,,,,,,
成吉思汗像,辽宋夏金元时期,辽宋夏金元时期,333,f,其他,"[""雕像""]",0,,,,,,,,,
钧窑玫瑰紫釉瓷花盆,辽宋夏金元时期,辽宋夏金元时期,334,t,瓷器,"[""陈设品"", ""花瓶""]",0,,,,,,,,,
褐釉剔刻花瓷扁壶,辽宋夏金元时期,辽宋夏金元时期,335,f,陶器,"[""饮食"", ""花瓶"", ""纹饰""]",0,,,,,,,,,
耀州窑青釉刻花莱菔瓷尊,辽宋夏金元时期,辽宋夏金元时期,336,f,瓷器,"[""花瓶"", ""纹饰""]",0,,,,,,,,,
佛宫寺释迦塔模型,辽宋夏金元时期,辽宋夏金元时期,337,f,其他,"[""建筑"", ""佛教""]",0,,,,,,,,,
木棉搅车图,辽宋夏金元时期,辽宋夏金元时期,338,f,其他,"[""科技""]",0,,,,,,,,,
行在会子库铜钞版,辽宋夏金元时期,辽宋夏金元时期,339,f,铜器,"[""牌章证件""]",0,,,,,,,,,
至元通行宝钞,辽宋夏金元时期,辽宋夏金元时期,340,f,钱币,"[""货币""]",0,,,,,,,,,
嘉祐青铜则,辽宋夏金元时期,辽宋夏金元时期,341,f,铜器,"[""仪器""]",0,,,,,,,,,
大德八年大都路青铜权,辽宋夏金元时期,辽宋夏金元时期,342,f,铜器,"[""仪器""]",0,,,,,,,,,
开宝寺塔龙纹砖,辽宋夏金元时期,辽宋夏金元时期,343,f,砖瓦,"[""建筑"", ""纹饰""]",0,,,,,,,,,
繁塔砖,辽宋夏金元时期,辽宋夏金元时期,344,f,砖瓦,"[""建筑""]",0,,,,,,,,,
湖州仪凤桥石家真正一色青铜镜,辽宋夏金元时期,辽宋夏金元时期,345,f,铜器,"[""饰品"", ""纹饰""]",0,,,,,,,,,
吉州李道工夫葵花青铜镜,辽宋夏金元时期,辽宋夏金元时期,346,f,铜器,"[""饰品"", ""纹饰""]",0,,,,,,,,,
张四郎银圆碟,辽宋夏金元时期,辽宋夏金元时期,347,f,金银器,"[""饮食""]",0,,,,,,,,,
济南刘家功夫针铺广告青铜版,辽宋夏金元时期,辽宋夏金元时期,348,f,铜器,"[""牌章证件""]",0,,,,,,,,,
鳞纹银壶,辽宋夏金元时期,辽宋夏金元时期,349,f,金银器,"[""饮食"", ""纹饰""]",0,,,,,,,,,
鎏金鹿纹银鸡冠壶,辽宋夏金元时期,辽宋夏金元时期,350,f,金银器,"[""饮食"", ""纹饰""]",0,,,,,,,,,
柳毅传书故事场面青铜镜,辽宋夏金元时期,辽宋夏金元时期,351,f,铜器,"[""饰品"", ""纹饰""]",0,,,,,,,,,
菱花形漆奁,辽宋夏金元时期,辽宋夏金元时期,352,f,漆器,"[""饰品""]",0,,,,,,,,,
妇女斫鲙雕砖,辽宋夏金元时期,辽宋夏金元时期,353,f,砖瓦,"[""雕像"", ""建筑""]",1,,,,,,,,,
妇女涤器雕砖,辽宋夏金元时期,辽宋夏金元时期,354,f,砖瓦,"[""雕像"", ""建筑""]",1,,,,,,,,,
青白釉刻莲瓣纹执壶温碗,辽宋夏金元时期,辽宋夏金元时期,355,f,瓷器,"[""饮食"", ""花瓶""]",0,,,,,,,,,
银玉壶春瓶,辽宋夏金元时期,辽宋夏金元时期,356,f,金银器,"[""饮食""]",0,,,,,,,,,
双凤麒麟纹石雕,辽宋夏金元时期,辽宋夏金元时期,357,f,石器石刻,"[""雕像"", ""纹饰""]",0,,,,,,,,,
持注子侍女石刻_1,辽宋夏金元时期,辽宋夏金元时期,358,f,石器石刻,"[""雕像""]",0,,,,,,,,,
托盘侍女石刻_1,辽宋夏金元时期,辽宋夏金元时期,359,f,石器石刻,"[""雕像""]",0,,,,,,,,,
持扇侍女石刻,辽宋夏金元时期,辽宋夏金元时期,360,f,石器石刻,"[""雕像""]",0,,,,,,,,,
官窑青釉贯耳瓶,辽宋夏金元时期,辽宋夏金元时期,361,f,瓷器,"[""陈设品"", ""花瓶""]",0,,,,,,,,,
汝窑青釉洗,辽宋夏金元时期,辽宋夏金元时期,362,f,瓷器,"[""文房四宝""]",0,,,,,,,,,
青釉贯耳瓶,辽宋夏金元时期,辽宋夏金元时期,363,f,瓷器,"[""花瓶"", ""纹饰""]",0,,,,,,,,,
官窑粉青釉三足瓷炉,辽宋夏金元时期,辽宋夏金元时期,364,f,瓷器,"[""礼制"", ""陈设品""]",0,,,,,,,,,
哥窑鱼耳炉,辽宋夏金元时期,辽宋夏金元时期,365,f,瓷器,"[""陈设品"", ""纹饰""]",0,,,,,,,,,
定窑白釉刻花莲瓣纹碗,辽宋夏金元时期,辽宋夏金元时期,366,f,瓷器,"[""饮食"", ""纹饰""]",0,,,,,,,,,
龙泉窑粉青釉凸花葫芦瓶,辽宋夏金元时期,辽宋夏金元时期,367,f,瓷器,"[""饮食"", ""纹饰""]",0,,,,,,,,,
定窑白釉龙纹瓷盘,辽宋夏金元时期,辽宋夏金元时期,368,f,瓷器,"[""饮食"", ""纹饰""]",0,,,,,,,,,
吉州窑玳瑁釉碗,辽宋夏金元时期,辽宋夏金元时期,369,f,瓷器,"[""饮食""]",0,,,,,,,,,
绿釉圆身捏梁式瓷鸡冠壶,辽宋夏金元时期,辽宋夏金元时期,370,f,陶器,"[""花瓶""]",0,,,,,,,,,
三彩釉印花游鱼海棠式瓷长盘,辽宋夏金元时期,辽宋夏金元时期,371,f,陶器,"[""饮食"", ""纹饰""]",0,,,,,,,,,
青花云龙纹玉壶春瓷瓶,辽宋夏金元时期,辽宋夏金元时期,372,f,瓷器,"[""花瓶""]",0,,,,,,,,,
枢府窑瓷盘,辽宋夏金元时期,辽宋夏金元时期,373,f,瓷器,"[""饮食""]",0,,,,,,,,,
钧窑镂空座四兽面双螭耳瓷瓶,辽宋夏金元时期,辽宋夏金元时期,374,f,瓷器,"[""陈设品"", ""花瓶""]",0,,,,,,,,,
龙泉窑青釉缠枝牡丹纹瓷瓶,辽宋夏金元时期,辽宋夏金元时期,375,f,瓷器,"[""陈设品"", ""花瓶""]",0,,,,,,,,,
磁州窑白釉黑花婴戏图瓷罐,辽宋夏金元时期,辽宋夏金元时期,376,f,瓷器,"[""陈设品"", ""花瓶""]",0,,,,,,,,,
叉手男侍石刻,辽宋夏金元时期,辽宋夏金元时期,377,f,石器石刻,"[""雕像""]",0,,,,,,,,,
托盘侍女石刻,辽宋夏金元时期,辽宋夏金元时期,378,f,石器石刻,"[""雕像""]",0,,,,,,,,,
二侍填香石刻,辽宋夏金元时期,辽宋夏金元时期,379,f,石器石刻,"[""雕像""]",0,,,,,,,,,
持注子侍女石刻_2,辽宋夏金元时期,辽宋夏金元时期,380,f,石器石刻,"[""雕像""]",0,,,,,,,,,
伎乐石刻,辽宋夏金元时期,辽宋夏金元时期,381,f,石器石刻,"[""雕像"", ""乐器""]",0,,,,,,,,,
捧奁侍女石刻,辽宋夏金元时期,辽宋夏金元时期,382,f,石器石刻,"[""雕像""]",0,,,,,,,,,
捧镜台侍女石刻,辽宋夏金元时期,辽宋夏金元时期,383,f,石器石刻,"[""雕像""]",0,,,,,,,,,
新铸铜人腧穴针灸图经刻石,辽宋夏金元时期,辽宋夏金元时期,384,f,石器石刻,"[""科技"", ""书法""]",1,,,,,,,,,
丁都赛戏曲雕砖,辽宋夏金元时期,辽宋夏金元时期,385,f,砖瓦,"[""建筑"", ""雕像""]",0,,,,,,,,,
傀儡戏纹青铜镜,辽宋夏金元时期,辽宋夏金元时期,386,f,铜器,"[""饰品"", ""纹饰""]",0,,,,,,,,,
蹴鞠纹青铜镜,辽宋夏金元时期,辽宋夏金元时期,387,f,铜器,"[""饰品"", ""纹饰""]",0,,,,,,,,,
针灸铜人,辽宋夏金元时期,辽宋夏金元时期,388,f,铜器,"[""科技"", ""仪器"", ""雕像""]",1,,,,,,,,,
阿拉伯数码字铁方盘,辽宋夏金元时期,辽宋夏金元时期,389,f,其他,"[""科技"", ""仪器""]",0,,,,,,,,,
铜壶滴漏,辽宋夏金元时期,辽宋夏金元时期,390,f,铜器,"[""科技"", ""仪器""]",0,,,,,,,,,
西夏文石碑残片,辽宋夏金元时期,辽宋夏金元时期,391,f,石器石刻,"[""书法""]",1,,,,,,,,,
海船纹青铜镜,辽宋夏金元时期,辽宋夏金元时期,392,f,铜器,"[""饰品"", ""纹饰""]",0,,,,,,,,,
青花缠枝纹贯耳瓶,明清时期,明清时期,393,f,瓷器,"[""陈设品"", ""纹饰""]",0,,,,,,,,,
青花海水云龙纹扁瓷瓶,明清时期,明清时期,394,f,瓷器,"[""陈设品"", ""纹饰""]",0,,,,,,,,,
甜白釉暗花缠枝莲纹三系罐,明清时期,明清时期,395,f,瓷器,"[""陈设品"", ""纹饰""]",0,,,,,,,,,
斗彩花蝶纹罐,明清时期,明清时期,396,f,瓷器,"[""陈设品"", ""纹饰""]",0,,,,,,,,,
五彩鱼藻纹瓷盖罐,明清时期,明清时期,397,f,瓷器,"[""陈设品"", ""纹饰""]",0,,,,,,,,,
锦衣卫印木印,明清时期,明清时期,398,f,其他,"[""牌章证件""]",0,,,,,,,,,
北平行都指挥使司夜巡铜牌,明清时期,明清时期,399,f,铜器,"[""牌章证件""]",0,,,,,,,,,
“皇城校尉”铜牌,明清时期,明清时期,400,f,铜器,"[""牌章证件""]",0,,,,,,,,,
“九宫长随”牙牌,明清时期,明清时期,401,f,其他,"[""牌章证件""]",0,,,,,,,,,
北京宫城图,明清时期,明清时期,402,f,书画古籍,"[""绘画""]",0,,,,,,,,,
河防一览图卷,明清时期,明清时期,403,f,书画古籍,"[""绘画""]",0,,,,,,,,,
剔红花鸟纹长方盒,明清时期,明清时期,404,f,漆器,"[""陈设品"", ""纹饰""]",0,,,,,,,,,
江千里制黑漆嵌螺钿执壶,明清时期,明清时期,405,f,漆器,"[""陈设品"", ""纹饰""]",0,,,,,,,,,
铜金刚铃、金刚杵,明清时期,明清时期,406,f,铜器,"[""佛教"", ""乐器""]",1,,,,,,,,,
青铜火铳,明清时期,明清时期,407,f,铜器,"[""武器""]",1,,,,,,,,,
南都繁会图卷,明清时期,明清时期,408,f,书画古籍,"[""绘画""]",0,,,,,,,,,
皇都积胜图卷,明清时期,明清时期,409,f,书画古籍,"[""绘画""]",0,,,,,,,,,
货郎图轴,明清时期,明清时期,410,f,书画古籍,"[""绘画""]",0,,,,,,,,,
金花银银锭,明清时期,明清时期,411,f,钱币,"[""货币""]",0,,,,,,,,,
大明通行宝钞壹贯钞版,明清时期,明清时期,412,f,铜器,"[""货币""]",0,,,,,,,,,
大明通行宝钞,明清时期,明清时期,413,f,钱币,"[""货币""]",0,,,,,,,,,
治平四年青白釉释迦牟尼坐像,明清时期,明清时期,414,f,瓷器,"[""佛教"", ""雕像""]",1,,,,,,,,,
宪宗元宵行乐图卷,明清时期,明清时期,415,f,书画古籍,"[""绘画""]",0,,,,,,,,,
孝端皇后凤冠,明清时期,明清时期,416,t,服饰,"[""服装"", ""饰品""]",0,,,,,,,,,
郑和铸青铜钟,明清时期,明清时期,417,f,铜器,"[""乐器""]",0,,,,,,,,,
郑成功像轴,明清时期,明清时期,418,f,其他,"[""绘画"", ""人物""]",0,,,,,,,,,
北征督运图册,明清时期,明清时期,419,f,书画古籍,"[""绘画""]",0,,,,,,,,,
黑绒嵌银花撒袋,明清时期,明清时期,420,f,服饰,"[""武器""]",0,,,,,,,,,
皇帝之宝玉印,明清时期,明清时期,421,f,玉器宝石,"[""牌章证件""]",0,,,,,,,,,
捕蝗图册,明清时期,明清时期,422,f,书画古籍,"[""绘画"", ""农耕""]",0,,,,,,,,,
青玉嵌花把皮鞘腰刀,明清时期,明清时期,423,f,玉器宝石,"[""武器""]",0,,,,,,,,,
大龙邮票,明清时期,明清时期,424,f,其他,"[""牌章证件""]",0,,,,,,,,,
外国银行在中国发行的钞票,明清时期,明清时期,425,f,钱币,"[""货币""]",0,,,,,,,,,
中国早期的电话机,明清时期,明清时期,426,f,其他,"[""科技""]",0,,,,,,,,,
医林改错,明清时期,明清时期,427,f,书画古籍,"[""科技""]",0,,,,,,,,,
《聊斋图册》,明清时期,明清时期,428,f,书画古籍,"[""绘画""]",1,,,,,,,,,
大观园图横披,明清时期,明清时期,429,f,其他,"[""绘画""]",0,,,,,,,,,
霁青釉金彩海晏河清尊,明清时期,明清时期,430,f,瓷器,"[""陈设品""]",0,,,,,,,,,
粉彩镂空转心瓶,明清时期,明清时期,431,f,瓷器,"[""陈设品""]",0,,,,,,,,,
簪镶宝石金冠,明清时期,明清时期,432,f,服饰,"[""服装"", ""饰品""]",0,,,,,,,,,
抗倭图卷,明清时期,明清时期,433,f,书画古籍,"[""绘画""]",0,,,,,,,,,
平定准噶尔图卷,明清时期,明清时期,434,f,书画古籍,"[""绘画""]",0,,,,,,,,,
五世达赖喇嘛银像,明清时期,明清时期,435,f,铜器,"[""佛教"", ""雕像""]",1,,,,,,,,,
开荒执照,明清时期,明清时期,436,f,其他,"[""牌章证件""]",0,,,,,,,,,
乾隆南巡图卷,明清时期,明清时期,437,f,书画古籍,"[""绘画""]",0,,,,,,,,,
